,idMunicipio,idMacroRegiao,idRegiaoSaude,municipio,lat,lon,macroRegiao,regiaoSaude,data,quantidade,tipo
119,230420,8,20,CRATO,-723384,-3940576,CARIRI,20ª REGIÃO CRATO,2020-04-10,2.0,Suspeito
120,230430,8,20,FARIAS BRITO,-692514,-3955949,CARIRI,20ª REGIÃO CRATO,2020-03-23,1.0,Suspeito
121,230430,8,20,FARIAS BRITO,-692514,-3955949,CARIRI,20ª REGIÃO CRATO,2020-03-27,2.0,Suspeito
122,230430,8,20,FARIAS BRITO,-692514,-3955949,CARIRI,20ª REGIÃO CRATO,2020-03-31,1.0,Óbito
123,230430,8,20,FARIAS BRITO,-692514,-3955949,CARIRI,20ª REGIÃO CRATO,2020-04-03,1.0,Suspeito
124,230430,8,20,FARIAS BRITO,-692514,-3955949,CARIRI,20ª REGIÃO CRATO,2020-04-03,1.0,Confirmado
125,230920,8,20,NOVA OLINDA,-708842,-3967514,CARIRI,20ª REGIÃO CRATO,2020-03-22,1.0,Suspeito
126,230920,8,20,NOVA OLINDA,-708842,-3967514,CARIRI,20ª REGIÃO CRATO,2020-03-30,1.0,Suspeito
127,230920,8,20,NOVA OLINDA,-708842,-3967514,CARIRI,20ª REGIÃO CRATO,2020-04-08,1.0,Suspeito
128,230920,8,20,NOVA OLINDA,-708842,-3967514,CARIRI,20ª REGIÃO CRATO,2020-04-10,1.0,Suspeito
129,231120,8,20,POTENGI,-708774,-4002277,CARIRI,20ª REGIÃO CRATO,2020-03-26,1.0,Suspeito
130,231120,8,20,POTENGI,-708774,-4002277,CARIRI,20ª REGIÃO CRATO,2020-03-27,1.0,Suspeito
131,231195,8,20,SALITRE,-728418,-4045441,CARIRI,20ª REGIÃO CRATO,2020-04-02,1.0,Suspeito
132,231210,8,20,SANTANA DO CARIRI,-718638,-3973554,CARIRI,20ª REGIÃO CRATO,2020-03-26,1.0,Suspeito
133,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,20ª REGIÃO CRATO,2020-03-23,1.0,Suspeito
134,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,20ª REGIÃO CRATO,2020-03-31,1.0,Suspeito
135,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,20ª REGIÃO CRATO,2020-04-07,1.0,Suspeito
136,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-03-29,2.0,Suspeito
137,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-04-03,1.0,Suspeito
138,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-04-05,1.0,Suspeito
139,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-04-06,1.0,Suspeito
140,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-04-07,3.0,Suspeito
141,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,20ª REGIÃO CRATO,2020-04-09,1.0,Confirmado
142,230180,8,17,BAIXIO,-672480,-3871684,CARIRI,17ª REGIÃO ICÓ,2020-03-28,1.0,Suspeito
143,230180,8,17,BAIXIO,-672480,-3871684,CARIRI,17ª REGIÃO ICÓ,2020-04-02,1.0,Suspeito
144,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-03-23,2.0,Suspeito
145,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-03-24,1.0,Suspeito
146,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-03-31,1.0,Suspeito
147,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-04-07,1.0,Suspeito
148,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-04-08,1.0,Suspeito
149,230380,8,17,CEDRO,-660407,-3905746,CARIRI,17ª REGIÃO ICÓ,2020-04-09,1.0,Suspeito
150,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-24,3.0,Suspeito
151,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-25,2.0,Suspeito
152,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-26,1.0,Suspeito
153,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-27,2.0,Suspeito
154,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-30,2.0,Suspeito
155,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-03-31,4.0,Suspeito
156,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-01,2.0,Confirmado
157,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-06,1.0,Suspeito
158,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-06,1.0,Confirmado
159,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-07,1.0,Suspeito
160,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-08,1.0,Suspeito
161,230540,8,17,ICO,-640068,-3885746,CARIRI,17ª REGIÃO ICÓ,2020-04-10,1.0,Suspeito
162,230570,8,17,IPAUMIRIM,-678723,-3871819,CARIRI,17ª REGIÃO ICÓ,2020-04-06,1.0,Suspeito
163,230750,8,17,LAVRAS DA MANGABEIRA,-675203,-3895881,CARIRI,17ª REGIÃO ICÓ,2020-03-28,3.0,Suspeito
164,230750,8,17,LAVRAS DA MANGABEIRA,-675203,-3895881,CARIRI,17ª REGIÃO ICÓ,2020-03-31,2.0,Suspeito
165,230750,8,17,LAVRAS DA MANGABEIRA,-675203,-3895881,CARIRI,17ª REGIÃO ICÓ,2020-04-06,1.0,Suspeito
166,230750,8,17,LAVRAS DA MANGABEIRA,-675203,-3895881,CARIRI,17ª REGIÃO ICÓ,2020-04-06,1.0,Confirmado
167,230750,8,17,LAVRAS DA MANGABEIRA,-675203,-3895881,CARIRI,17ª REGIÃO ICÓ,2020-04-09,1.0,Suspeito
168,230950,8,17,OROS,-624011,-3890830,CARIRI,17ª REGIÃO ICÓ,2020-04-09,1.0,Suspeito
169,231370,8,17,UMARI,-664214,-3870000,CARIRI,17ª REGIÃO ICÓ,2020-03-29,1.0,Suspeito
170,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-18,1.0,Suspeito
171,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-23,1.0,Suspeito
172,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-24,4.0,Suspeito
173,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-25,1.0,Suspeito
174,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-26,1.0,Suspeito
175,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-27,8.0,Suspeito
176,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-28,4.0,Suspeito
177,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-29,1.0,Suspeito
178,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-31,8.0,Suspeito
179,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-01,2.0,Suspeito
180,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-02,2.0,Suspeito
181,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-03,1.0,Suspeito
182,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-04,1.0,Suspeito
183,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-05,1.0,Suspeito
184,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-06,1.0,Suspeito
185,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-07,1.0,Suspeito
186,230190,8,21,BARBALHA,-730678,-3930254,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-08,1.0,Suspeito
187,230320,8,21,CARIRIACU,-703876,-3928350,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-18,1.0,Suspeito
188,230320,8,21,CARIRIACU,-703876,-3928350,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-25,1.0,Suspeito
189,230320,8,21,CARIRIACU,-703876,-3928350,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-27,1.0,Suspeito
190,230320,8,21,CARIRIACU,-703876,-3928350,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-29,1.0,Suspeito
191,230320,8,21,CARIRIACU,-703876,-3928350,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-03,2.0,Suspeito
192,230480,8,21,GRANJEIRO,-688638,-3921734,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-09,2.0,Suspeito
193,230710,8,21,JARDIM,-757632,-3929231,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-15,1.0,Suspeito
194,230710,8,21,JARDIM,-757632,-3929231,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-25,1.0,Suspeito
195,230710,8,21,JARDIM,-757632,-3929231,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-30,1.0,Suspeito
196,230710,8,21,JARDIM,-757632,-3929231,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-04-06,1.0,Suspeito
197,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-07,2.0,Suspeito
198,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-10,1.0,Suspeito
199,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-16,5.0,Suspeito
200,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-17,1.0,Suspeito
201,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-19,3.0,Suspeito
202,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-19,1.0,Confirmado
203,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-20,1.0,Suspeito
204,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-21,1.0,Suspeito
205,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-22,1.0,Suspeito
206,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-23,5.0,Suspeito
207,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-24,7.0,Suspeito
208,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-25,2.0,Suspeito
209,230730,8,21,JUAZEIRO DO NORTE,-720796,-3930932,CARIRI,21ª REGIÃO JUAZEIRO DO NORTE,2020-03-26,2.0,Suspeito
