,idMunicipio,idMacroRegiao,idRegiaoSaude,descricaoMunicipio,latitude,longitude,descricaoMacroRegiao,data,quantidade,tipo,log_quantidade
199,230920,8,20,NOVA OLINDA,-708842,-3967514,CARIRI,2020-04-08,1.0,Suspeito,0.0
200,230950,8,17,OROS,-624011,-3890830,CARIRI,2020-04-09,1.0,Suspeito,0.0
201,231060,8,19,PENAFORTE,-782412,-3907311,CARIRI,2020-03-25,1.0,Suspeito,0.0
202,231060,8,19,PENAFORTE,-782412,-3907311,CARIRI,2020-03-30,1.0,Suspeito,0.0
203,231090,8,18,PIQUET CARNEIRO,-580220,-3941734,CARIRI,2020-03-30,1.0,Suspeito,0.0
204,231090,8,18,PIQUET CARNEIRO,-580220,-3941734,CARIRI,2020-04-08,1.0,Suspeito,0.0
205,231120,8,20,POTENGI,-708774,-4002277,CARIRI,2020-03-26,1.0,Suspeito,0.0
206,231120,8,20,POTENGI,-708774,-4002277,CARIRI,2020-03-27,1.0,Suspeito,0.0
207,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-03-24,1.0,Suspeito,0.0
208,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-03-27,2.0,Suspeito,0.6931471805599453
209,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-03-31,1.0,Suspeito,0.0
210,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-04-02,1.0,Suspeito,0.0
211,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-04-03,1.0,Suspeito,0.0
212,231135,8,18,QUIXELO,-625271,-3920119,CARIRI,2020-04-06,1.0,Suspeito,0.0
213,231190,8,18,SABOEIRO,-653859,-3990407,CARIRI,2020-03-27,1.0,Suspeito,0.0
214,231190,8,18,SABOEIRO,-653859,-3990407,CARIRI,2020-04-08,1.0,Suspeito,0.0
215,231195,8,20,SALITRE,-728418,-4045441,CARIRI,2020-04-02,1.0,Suspeito,0.0
216,231210,8,20,SANTANA DO CARIRI,-718638,-3973554,CARIRI,2020-03-26,1.0,Suspeito,0.0
217,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,2020-03-23,1.0,Suspeito,0.0
218,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,2020-03-31,1.0,Suspeito,0.0
219,231325,8,20,TARRAFAS,-668401,-3975695,CARIRI,2020-04-07,1.0,Suspeito,0.0
220,231370,8,17,UMARI,-664214,-3870000,CARIRI,2020-03-29,1.0,Suspeito,0.0
221,231370,8,17,UMARI,-664214,-3870000,CARIRI,2020-04-06,1.0,Suspeito,0.0
222,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-03-29,2.0,Suspeito,0.6931471805599453
